state,collection_date,Inpatient Beds Occupied by COVID-19 Patients Estimated,Count LL,Count UL,Percentage of Inpatient Beds Occupied by COVID-19 Patients Estimated,Percentage LL,Percentage UL,Total Inpatient Beds,Total LL,Total UL,geocoded_state
NY,16-05-2021,2110,2104,2116,4.42,4.42,4.42,47751,47751,47751,POINT (-75.59655 42.921241)
OK,16-05-2021,194,194,194,2.11,2.11,2.11,9285,9285,9285,POINT (-97.508297 35.583449)
PA,16-05-2021,1698,1688,1709,6.04,6.04,6.04,28476,28476,28476,POINT (-77.838886 40.896694)
SC,16-05-2021,274,274,274,3.05,3.05,3.05,8991,8991,8991,POINT (-80.864614 33.878572)
SD,16-05-2021,60,60,60,2.54,2.54,2.54,2364,2364,2364,POINT (-100.230491 44.43614)
TN,16-05-2021,694,689,699,4.04,4.04,4.04,17603,17603,17603,POINT (-86.343226 35.842998)
UT,16-05-2021,138,138,138,2.59,2.59,2.59,5322,5322,5322,POINT (-111.678222 39.323779)
VA,16-05-2021,646,646,647,4,4,4,16145,16145,16145,POINT (-78.666382 37.510861)
AK,17-05-2021,30,30,30,2.06,2.06,2.06,1458,1458,1458,POINT (-151.631889 63.631126)
AZ,17-05-2021,595,595,595,4.31,4.28,4.34,13823,13813,13833,POINT (-111.664616 34.293239)
CO,17-05-2021,592,585,600,5.96,5.96,5.96,9943,9943,9943,POINT (-105.547832 38.998552)
DE,17-05-2021,95,95,95,3.49,3.49,3.49,2720,2720,2720,POINT (-75.452394 38.994926)
FL,17-05-2021,3094,3094,3094,6.03,6.03,6.03,52296,52296,52296,POINT (-82.420978 28.260731)
HI,17-05-2021,55,55,55,2.21,2.21,2.21,2490,2490,2490,POINT (-157.854309 21.361013)
IA,17-05-2021,227,227,227,3,3,3,7663,7663,7663,POINT (-93.500061 42.074659)
IL,17-05-2021,1555,1554,1556,5.43,5.43,5.43,28661,28661,28661,POINT (-89.148632 40.124144)
KY,17-05-2021,405,405,405,3.31,3.31,3.31,12236,12236,12236,POINT (-85.290484 37.526683)
MA,17-05-2021,304,304,304,1.83,1.83,1.83,16589,16589,16589,POINT (-71.481104 42.151077)
ME,17-05-2021,133,133,133,4.66,4.66,4.66,2854,2854,2854,POINT (-69.06137 45.117911)
MN,17-05-2021,515,515,515,5.45,5.45,5.45,9445,9445,9445,POINT (-94.198308 46.349153)
MO,17-05-2021,650,649,650,4.62,4.62,4.62,14056,14056,14056,POINT (-92.477244 38.3675)
MS,17-05-2021,222,222,222,2.83,2.83,2.83,7849,7849,7849,POINT (-89.65344 32.713378)
MT,17-05-2021,61,61,61,2.14,2.14,2.14,2849,2849,2849,POINT (-109.645127 47.033521)
ND,17-05-2021,95,95,95,4.74,4.74,4.74,2006,2006,2006,POINT (-100.46931 47.446305)
NE,17-05-2021,111,111,111,2.84,2.8,2.88,3988,3986,3990,POINT (-99.810595 41.527099)
NH,17-05-2021,56,56,56,2.02,2.02,2.02,2776,2776,2776,POINT (-71.57139 43.680429)
NJ,17-05-2021,816,816,816,4.03,4.03,4.03,20264,20264,20264,POINT (-74.655514 40.110253)
NM,17-05-2021,164,161,167,4.45,3.74,5.16,3688,3668,3709,POINT (-106.108388 34.421369)
NV,17-05-2021,305,305,305,4.14,4.14,4.14,7529,7529,7529,POINT (-114.916992 39.283294)
NY,17-05-2021,2141,2141,2141,4.49,4.49,4.49,47726,47725,47728,POINT (-75.59655 42.921241)
OK,17-05-2021,205,205,205,2.23,2.23,2.23,9311,9311,9311,POINT (-97.508297 35.583449)
PA,17-05-2021,1750,1750,1750,6.26,6.26,6.26,28285,28252,28318,POINT (-77.838886 40.896694)
SC,17-05-2021,288,288,288,3.2,3.2,3.2,9001,9001,9001,POINT (-80.864614 33.878572)
SD,17-05-2021,57,57,57,2.41,2.41,2.41,2364,2364,2364,POINT (-100.230491 44.43614)
TN,17-05-2021,696,690,702,4.05,4.05,4.05,17616,17616,17616,POINT (-86.343226 35.842998)
UT,17-05-2021,131,131,131,2.46,2.46,2.46,5321,5321,5321,POINT (-111.678222 39.323779)
VA,17-05-2021,620,603,638,3.84,3.84,3.84,16146,16146,16146,POINT (-78.666382 37.510861)
AK,18-05-2021,24,23,25,1.66,1.66,1.66,1447,1447,1447,POINT (-151.631889 63.631126)
AZ,18-05-2021,608,604,611,4.34,3.95,4.73,14010,13907,14114,POINT (-111.664616 34.293239)
CO,18-05-2021,583,575,591,5.85,5.85,5.85,9963,9963,9963,POINT (-105.547832 38.998552)
DE,18-05-2021,89,89,89,2.98,2.98,2.98,2991,2991,2991,POINT (-75.452394 38.994926)
FL,18-05-2021,3048,3048,3048,5.91,5.91,5.91,52511,52511,52511,POINT (-82.420978 28.260731)
HI,18-05-2021,49,48,50,1.97,1.97,1.97,2484,2484,2484,POINT (-157.854309 21.361013)
IA,18-05-2021,239,239,239,3.16,3.16,3.16,7662,7662,7662,POINT (-93.500061 42.074659)
IL,18-05-2021,1568,1568,1568,5.46,5.46,5.46,28692,28691,28694,POINT (-89.148632 40.124144)
KY,18-05-2021,388,388,388,3.17,3.17,3.17,12232,12232,12232,POINT (-85.290484 37.526683)
MA,18-05-2021,311,311,311,1.86,1.86,1.86,16680,16680,16680,POINT (-71.481104 42.151077)
ME,18-05-2021,128,127,128,4.45,4.45,4.45,2863,2863,2863,POINT (-69.06137 45.117911)
MN,18-05-2021,500,500,500,5.21,5.21,5.21,9600,9600,9600,POINT (-94.198308 46.349153)
MO,18-05-2021,654,654,654,4.58,4.58,4.58,14278,14278,14278,POINT (-92.477244 38.3675)
MS,18-05-2021,232,232,232,2.95,2.95,2.95,7863,7863,7863,POINT (-89.65344 32.713378)
MT,18-05-2021,59,59,59,2.06,2.06,2.06,2858,2858,2858,POINT (-109.645127 47.033521)
ND,18-05-2021,91,91,91,4.45,4.45,4.45,2043,2043,2043,POINT (-100.46931 47.446305)
NE,18-05-2021,100,100,100,2.51,2.51,2.51,4062,4062,4062,POINT (-99.810595 41.527099)
NH,18-05-2021,54,53,56,1.96,1.96,1.96,2778,2778,2778,POINT (-71.57139 43.680429)
NJ,18-05-2021,794,793,795,3.91,3.91,3.91,20288,20288,20288,POINT (-74.655514 40.110253)
NM,18-05-2021,167,166,168,4.49,4.49,4.49,3722,3722,3722,POINT (-106.108388 34.421369)
NV,18-05-2021,291,290,292,3.93,3.93,3.93,7573,7573,7573,POINT (-114.916992 39.283294)
NY,18-05-2021,2069,2068,2070,4.32,4.32,4.32,47888,47888,47888,POINT (-75.59655 42.921241)
OK,18-05-2021,202,202,202,2.18,2.18,2.18,9375,9375,9375,POINT (-97.508297 35.583449)
PA,18-05-2021,1732,1727,1737,6.13,6.13,6.13,28570,28570,28570,POINT (-77.838886 40.896694)
SC,18-05-2021,282,282,282,3.11,3.11,3.11,9066,9066,9066,POINT (-80.864614 33.878572)
SD,18-05-2021,49,49,49,2.07,2.07,2.07,2364,2364,2364,POINT (-100.230491 44.43614)
TN,18-05-2021,642,641,643,3.73,3.73,3.73,17626,17626,17626,POINT (-86.343226 35.842998)
UT,18-05-2021,135,134,136,2.54,2.54,2.54,5321,5321,5321,POINT (-111.678222 39.323779)
VA,18-05-2021,616,615,617,3.81,3.81,3.81,16160,16160,16160,POINT (-78.666382 37.510861)
AK,19-05-2021,23,23,23,1.58,1.58,1.58,1455,1455,1455,POINT (-151.631889 63.631126)
AZ,19-05-2021,600,600,600,4.26,4.26,4.26,14091,14091,14091,POINT (-111.664616 34.293239)
CO,19-05-2021,578,577,578,5.79,5.79,5.79,9977,9977,9977,POINT (-105.547832 38.998552)
DE,19-05-2021,88,88,88,2.95,2.95,2.95,2986,2986,2986,POINT (-75.452394 38.994926)
FL,19-05-2021,2952,2943,2961,5.71,5.55,5.87,52653,52580,52726,POINT (-82.420978 28.260731)
HI,19-05-2021,59,59,59,2.37,2.37,2.37,2487,2487,2487,POINT (-157.854309 21.361013)
IA,19-05-2021,279,279,279,3.67,3.67,3.67,7704,7704,7704,POINT (-93.500061 42.074659)
IL,19-05-2021,1550,1549,1551,5.39,5.39,5.39,28782,28782,28782,POINT (-89.148632 40.124144)
KY,19-05-2021,388,384,391,3.09,3.09,3.09,12527,12527,12527,POINT (-85.290484 37.526683)
MA,19-05-2021,303,303,303,1.81,1.81,1.81,16786,16786,16786,POINT (-71.481104 42.151077)
ME,19-05-2021,115,114,116,4.01,4.01,4.01,2868,2868,2868,POINT (-69.06137 45.117911)
MN,19-05-2021,488,486,489,5.03,5.03,5.03,9688,9688,9688,POINT (-94.198308 46.349153)
MO,19-05-2021,682,680,683,4.69,4.69,4.69,14533,14533,14533,POINT (-92.477244 38.3675)
MS,19-05-2021,220,219,221,2.79,2.79,2.79,7875,7875,7875,POINT (-89.65344 32.713378)
MT,19-05-2021,56,56,56,1.96,1.96,1.96,2858,2858,2858,POINT (-109.645127 47.033521)
ND,19-05-2021,94,94,94,4.62,4.62,4.62,2033,2033,2033,POINT (-100.46931 47.446305)
NE,19-05-2021,89,89,89,2.23,2.23,2.23,4075,4075,4075,POINT (-99.810595 41.527099)
NH,19-05-2021,59,59,59,2.12,2.12,2.12,2778,2778,2778,POINT (-71.57139 43.680429)
NJ,19-05-2021,771,769,773,3.79,3.79,3.79,20327,20327,20327,POINT (-74.655514 40.110253)
NM,19-05-2021,159,159,159,4.28,4.28,4.28,3719,3719,3719,POINT (-106.108388 34.421369)
NV,19-05-2021,287,287,287,3.88,3.88,3.88,7574,7574,7574,POINT (-114.916992 39.283294)
NY,19-05-2021,2018,2018,2018,4.21,4.21,4.21,47884,47820,47948,POINT (-75.59655 42.921241)
OK,19-05-2021,198,196,199,2.12,2.12,2.12,9401,9401,9401,POINT (-97.508297 35.583449)
PA,19-05-2021,1716,1714,1717,6.07,5.94,6.19,28602,28538,28666,POINT (-77.838886 40.896694)
SC,19-05-2021,290,289,291,3.19,3.19,3.19,9090,9090,9090,POINT (-80.864614 33.878572)
SD,19-05-2021,52,52,52,2.2,2.2,2.2,2364,2364,2364,POINT (-100.230491 44.43614)
TN,19-05-2021,653,652,654,3.79,3.79,3.79,17638,17638,17638,POINT (-86.343226 35.842998)
UT,19-05-2021,140,138,141,2.62,2.62,2.62,5322,5322,5322,POINT (-111.678222 39.323779)
VA,19-05-2021,595,595,595,3.69,3.69,3.69,16136,16136,16136,POINT (-78.666382 37.510861)
AK,20-05-2021,23,23,23,1.57,1.57,1.57,1464,1464,1464,POINT (-151.631889 63.631126)
AZ,20-05-2021,593,592,594,4.21,4.21,4.21,14095,14095,14095,POINT (-111.664616 34.293239)
CO,20-05-2021,586,586,586,5.88,5.88,5.88,9966,9966,9966,POINT (-105.547832 38.998552)
DE,20-05-2021,85,85,85,2.86,2.86,2.86,2969,2969,2969,POINT (-75.452394 38.994926)
FL,20-05-2021,2874,2870,2877,5.57,5.57,5.57,52562,52562,52562,POINT (-82.420978 28.260731)
HI,20-05-2021,68,68,69,2.75,2.75,2.75,2490,2490,2490,POINT (-157.854309 21.361013)
IA,20-05-2021,230,230,230,3.04,3.04,3.04,7674,7674,7674,POINT (-93.500061 42.074659)
IL,20-05-2021,1484,1484,1484,5.15,5.15,5.15,28825,28825,28825,POINT (-89.148632 40.124144)
KY,20-05-2021,378,377,379,3.09,3.09,3.09,12221,12221,12221,POINT (-85.290484 37.526683)
MA,20-05-2021,300,299,301,1.78,1.67,1.89,16849,16796,16902,POINT (-71.481104 42.151077)
ME,20-05-2021,115,115,115,4.01,4.01,4.01,2866,2866,2866,POINT (-69.06137 45.117911)
MN,20-05-2021,477,477,477,4.89,4.89,4.89,9746,9746,9746,POINT (-94.198308 46.349153)
MO,20-05-2021,674,672,675,4.64,4.64,4.64,14522,14522,14522,POINT (-92.477244 38.3675)
MS,20-05-2021,221,221,221,2.81,2.74,2.88,7869,7854,7884,POINT (-89.65344 32.713378)
MT,20-05-2021,59,59,59,2.06,2.06,2.06,2860,2860,2860,POINT (-109.645127 47.033521)
ND,20-05-2021,94,94,94,4.68,4.56,4.8,2008,2002,2014,POINT (-100.46931 47.446305)
NE,20-05-2021,86,86,86,2.18,2.18,2.18,4016,4016,4016,POINT (-99.810595 41.527099)
NH,20-05-2021,63,62,64,2.27,2.27,2.27,2776,2776,2776,POINT (-71.57139 43.680429)
NJ,20-05-2021,743,743,743,3.65,3.65,3.65,20357,20357,20357,POINT (-74.655514 40.110253)
NM,20-05-2021,154,154,154,4.19,4.06,4.31,3679,3671,3687,POINT (-106.108388 34.421369)
NV,20-05-2021,264,264,264,3.56,3.56,3.56,7585,7585,7585,POINT (-114.916992 39.283294)
NY,20-05-2021,1930,1929,1931,4.04,4.04,4.04,47757,47757,47757,POINT (-75.59655 42.921241)
OK,20-05-2021,195,195,195,2.09,2.09,2.09,9414,9414,9414,POINT (-97.508297 35.583449)
PA,20-05-2021,1649,1639,1660,5.65,5.32,5.98,29529,29455,29604,POINT (-77.838886 40.896694)
SC,20-05-2021,272,271,273,3,3,3,9070,9070,9070,POINT (-80.864614 33.878572)
SD,20-05-2021,57,57,57,2.41,2.41,2.41,2364,2364,2364,POINT (-100.230491 44.43614)
TN,20-05-2021,621,620,622,3.61,3.61,3.61,17606,17606,17606,POINT (-86.343226 35.842998)
UT,20-05-2021,132,132,132,2.48,2.48,2.48,5323,5323,5323,POINT (-111.678222 39.323779)
VA,20-05-2021,591,590,592,3.66,3.66,3.66,16136,16136,16136,POINT (-78.666382 37.510861)
AK,21-05-2021,20,20,20,1.38,1.38,1.38,1445,1445,1445,POINT (-151.631889 63.631126)
AZ,21-05-2021,570,570,570,4.06,4,4.11,14059,14041,14077,POINT (-111.664616 34.293239)
